Instance,OptCost,Duration,Solution
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_66.txt,2,0.00570,0 16 35 60 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_67.txt,1,0.00277,0 18 40 60 68 83 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_68.txt,4,0.01082,0 14 26 35 56 76 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_69.txt,1,0.00560,0 1 13 38 58 82 94 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_7.txt,3,0.00320,0 4 26 29 48 65 66 80 88 92 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_70.txt,0,0.00389,0 4 15 22 39 50 57 62 73 85 89 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_71.txt,2,0.00498,0 16 37 51 61 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_72.txt,0,0.00864,0 18 23 42 66 74 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_73.txt,3,0.00859,0 16 35 56 79 81 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_74.txt,2,0.00591,0 1 5 15 22 27 50 51 64 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_75.txt,1,0.00537,0 16 31 41 62 63 80 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_76.txt,3,0.00766,0 18 23 42 66 75 89 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_77.txt,1,0.00508,0 14 38 60 85 94 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_78.txt,1,0.00381,0 4 22 30 53 78 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_79.txt,3,0.00543,0 1 13 27 36 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_8.txt,2,0.00663,0 16 41 44 60 85 92 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_80.txt,1,0.00519,0 18 21 42 62 74 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_81.txt,2,0.00232,0 16 26 28 35 59 73 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_82.txt,1,0.00432,0 1 11 28 35 60 78 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_83.txt,1,0.00631,0 4 15 22 47 69 80 81 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_84.txt,1,0.00661,0 18 28 35 59 62 72 83 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_85.txt,2,0.00429,0 4 27 47 65 74 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_86.txt,0,0.00784,0 14 32 39 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_87.txt,1,0.00394,0 4 19 31 53 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_88.txt,4,0.00376,0 1 17 30 40 64 77 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_89.txt,2,0.00931,0 4 27 50 58 65 74 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_9.txt,4,0.00572,0 14 27 34 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_90.txt,5,0.00879,0 14 38 58 82 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_91.txt,2,0.00414,0 1 25 28 47 69 73 85 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_92.txt,2,0.00329,0 4 19 29 48 70 83 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_93.txt,2,0.00533,0 16 24 36 48 59 70 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_94.txt,2,0.00414,0 14 24 44 66 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_95.txt,3,0.00632,0 16 37 57 80 81 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_96.txt,1,0.00527,0 4 25 38 50 66 72 77 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_97.txt,2,0.00595,0 4 17 23 38 39 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_98.txt,2,0.00509,0 18 27 36 60 76 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_99.txt,3,0.00845,0 1 25 43 45 53 75 89 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_0.txt,14,0.00868,0 22 44 68 85 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_1.txt,6,0.00833,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_10.txt,5,0.00940,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_11.txt,11,0.01369,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_12.txt,3,0.01340,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_13.txt,7,0.01834,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_14.txt,6,0.01158,0 22 44 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_15.txt,9,0.01234,0 15 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_16.txt,6,0.00697,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_17.txt,2,0.00501,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_18.txt,9,0.01110,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_19.txt,10,0.00911,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_2.txt,9,0.00692,0 8 29 52 77 81 99 
