Instance,OptCost,Duration,Solution
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_14.txt,6,0.01156,0 22 44 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_15.txt,9,0.00600,0 15 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_16.txt,6,0.00824,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_17.txt,2,0.00941,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_18.txt,9,0.00655,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_19.txt,10,0.00965,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_2.txt,9,0.00561,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_20.txt,12,0.00574,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_21.txt,9,0.00736,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_22.txt,7,0.00969,0 15 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_23.txt,11,0.00845,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_24.txt,10,0.00652,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_25.txt,8,0.00655,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_26.txt,5,0.00518,0 18 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_27.txt,5,0.00609,0 22 44 64 88 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_28.txt,14,0.00651,0 22 44 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_29.txt,3,0.00524,0 15 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_3.txt,10,0.00870,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_30.txt,12,0.00652,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_31.txt,7,0.00504,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_32.txt,6,0.00465,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_33.txt,4,0.00716,0 22 44 68 85 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_34.txt,8,0.00651,0 15 40 64 81 99 
